tweets,favorites,followers,friends,listed,fav,rt
41917,14080,1117,1771,51,0,0
3227,5366,149,312,3,0,23
147277,824,1243,1906,117,0,0
1645,3218,98,219,5,2,0
1820,7342,104,332,1,0,30
18956,10912,544,739,13,4,1
13690,8013,133,666,7,1,0
272270,53285,15453,7516,440,0,0
4628,12852,504,1182,18,0,0
31232,90,205,256,11,0,0
260014,105022,4065,1442,107,2,0
260353,34675,5167,5601,188,1,0
6692,41234,49,244,6,0,0
22386,9796,897,759,60,0,0
33468,77660,953,768,33,4,0
3227,5366,149,312,3,0,12
437,337,17,128,0,1,0
36202,11293,721,162,34,1,0
45326,37179,3560,5001,115,2,0
131445,100710,1580,547,50,0,43
7459,2345,151,530,4,1,0
19949,21550,718,767,76,3,0
34712,6011,3551,746,205,4,1
12187,127718,1210,1356,27,5,0
1820,7342,104,332,1,0,0
8996,12918,385,226,0,0,30
17436,5011,6173,6510,147,0,30
7775,8650,3989,348,198,56,13
7775,8650,3989,348,198,9,1
16882,3578,852,408,9,3,0
26054,77411,718,3621,33,0,0
21899,11570,609,1003,29,0,2
173,2594,10,170,0,1,0
10323,36127,658,686,21,2,0
8637,3986,113,69,2,2,0
9060,3580,62883,565,363,3,0
15998,13280,751,759,41,2,0
52636,16900,1374,982,60,5,0
76709,42361,948,2369,52,1,0
21899,11570,609,1003,29,0,1
4504,933,274,1073,2,0,43
389,816,47,269,1,1,0
1976,1009,119,156,8,0,0
18956,10912,544,739,13,1,0
583026,487433,1862,304,248,0,30
186,132,22,80,0,0,0
12072,1143,391,727,20,0,0
8768,51,280,1969,2,0,0
16710,2864,402,788,33,0,12
45326,37179,3560,5001,115,0,2
583026,487433,1862,304,248,0,12
2018,6545,977,576,3,0,0
36202,11293,721,162,34,0,30
872,1957,57,200,0,0,4
10323,36127,658,686,21,1,0
7142,10146,205,996,1,0,30
272270,53285,15453,7516,440,0,0
4587,1856,47,209,1,1,0
17436,5011,6173,6510,147,0,12
7459,2345,151,530,4,0,0
27679,13979,790,1096,35,0,30
21899,11570,609,1003,29,2,0
29111,32401,3152,3457,85,0,0
724,1462,83,366,0,1,0
1517,7601,487,767,1,0,5
1315,2387,96,123,3,3,0
1943,4171,176,668,4,0,0
22789,18184,737,310,18,2,0
45714,5150,704,1520,28,0,0
1850,3337,150,244,6,1,0
41917,14080,1117,1771,51,0,1
61218,25,2214,1800,105,0,0
9060,3580,62883,565,363,113,30
8637,3986,113,69,2,1,0
23903,33319,205,666,17,0,0
89959,411258,3573,2501,277,0,12
45326,37179,3560,5001,115,2,1
260353,34675,5167,5601,188,2,2
2511,7772,343,410,2,0,5
14737,2140,369,257,7,0,0
4587,1856,47,209,1,0,0
34712,6011,3551,746,205,1,0
991,1945,203,143,0,0,0
2238,11247,170,256,2,0,4
4194,1306,1649,2479,37,0,0
4766,14179,412,413,10,0,0
7459,2345,151,530,4,2,0
968,1542,60,364,1,2,0
5449,2748,1430,744,28,1,0
27679,13979,790,1096,35,0,1
41584,29465,900,593,36,0,0
583026,487433,1862,304,248,0,43
30355,71604,440,970,52,1,1
9060,3580,62883,565,363,0,12
15998,13280,751,759,41,0,0
52636,16900,1374,982,60,3,0
73350,124142,1984,3026,81,1,1
724,1462,83,366,0,1,0
2511,7772,343,410,2,0,3
3227,5366,149,312,3,2,1
66655,66919,789,585,44,2,0
18310,47164,194,448,9,0,43
34712,6011,3551,746,205,2,0
13211,3551,5421,458,77,1,0
2487,3007,24,159,9,1,0
2511,7772,343,410,2,0,1
161036,7039,4693,674,86,1,0
1100,1357,12,6,0,1,0
537,4132,103,197,0,0,71
48527,9505,593,768,42,2,0
6304,4566,177,469,4,1,0
2511,7772,343,410,2,0,4
1976,1009,119,156,8,1,0
2511,7772,343,410,2,0,3
2511,7772,343,410,2,0,12
2511,7772,343,410,2,0,4
28632,5099,521,390,30,0,43
1645,3218,98,219,5,2,0
14737,2140,369,257,7,5,0
872,1957,57,200,0,0,4
51879,12296,270,1151,28,2,0
16197,3862,888,900,23,2,0
872,1957,57,200,0,0,3
17565,2269,530,531,13,1,0
31232,90,205,256,11,2,0
29240,232,464,219,10,0,1
9186,27643,123,1123,10,2,0
872,1957,57,200,0,0,4
9060,3580,62883,565,363,2,0
272270,53285,15453,7516,440,3,0
76709,42361,948,2369,52,1,0
41917,14080,1117,1771,51,3,0
1517,7601,487,767,1,0,4
4587,1856,47,209,1,1,0
184621,967,945,556,42,1,0
8637,3986,113,69,2,1,0
29240,232,464,219,10,0,1
260353,34675,5167,5601,188,2,0
872,1957,57,200,0,0,3
872,1957,57,200,0,0,2
79950,103268,856,4154,20,1,0
1850,3337,150,244,6,1,0
41584,29465,900,593,36,0,1
15998,13280,751,759,41,0,1
4306,1098,54,452,2,1,0
1370,423,507,1248,4,10,1
290,1433,9,35,0,0,5
906,28,7,20,2,0,0
36202,11293,721,162,34,0,12
9469,13326,408,1733,0,0,4
21899,11570,609,1003,29,4,0
239826,5750,11760,199,409,0,0
79950,103268,856,4154,20,1,0
18956,10912,544,739,13,0,1
76709,42361,948,2369,52,0,0
23903,33319,205,666,17,0,12
27679,13979,790,1096,35,0,12
3998,12392,195,839,7,0,112
260353,34675,5167,5601,188,2,0
4844,164,361,872,7,1,1
4419,2113,5058,1162,86,141,12
231339,17177,4947,3834,389,1,0
4587,1856,47,209,1,6,0
272270,53285,15453,7516,440,1,0
1517,7601,487,767,1,0,3
1315,2387,96,123,3,7,4
16882,3578,852,408,9,38,3
1517,7601,487,767,1,0,4
10323,36127,658,686,21,2,0
1517,7601,487,767,1,0,3
1517,7601,487,767,1,0,3
23381,6665,171,1070,13,1,0
991,1945,203,143,0,0,0
1850,3337,150,244,6,1,0
9060,3580,62883,565,363,11,5
1645,3218,98,219,5,0,0
76709,42361,948,2369,52,0,0
41917,14080,1117,1771,51,0,0
1264,1503,69,412,4,0,0
29111,32401,3152,3457,85,0,0
5312,12981,879,1750,30,0,43
36202,11293,721,162,34,0,1
1978,584,114,328,1,0,0
260014,105022,4065,1442,107,2,0
193298,12629,1345,2027,37,0,43
4628,12852,504,1182,18,0,0
41917,14080,1117,1771,51,0,43
14737,2140,369,257,7,2,0
76709,42361,948,2369,52,0,0
1850,3337,150,244,6,2,0
389,816,47,269,1,4,1
161036,7039,4693,674,86,0,0
4940,12000,278,1402,7,0,0
51758,54454,8420,7034,423,0,3
11250,10479,464,534,18,0,0
18139,30872,395,290,21,1,0
4306,1098,54,452,2,0,0
12815,3436,240,391,18,0,0
260353,34675,5167,5601,188,1,0
8637,3986,113,69,2,2,0
7775,8650,3989,348,198,9,1
23903,33319,205,666,17,0,43
6304,4566,177,469,4,2,0
16882,3578,852,408,9,13,3
2511,7772,343,410,2,0,43
147277,824,1243,1906,117,0,0
